ID	Species	Category
TDD39103	Tripsacum dactyloides	Gamma Grass
tian77	Z. mays spp. Mays	Improved
tie7922	Z. mays spp. Mays	Improved
TIL01	Z. mays ssp. parviglumis	Parviglumis
TIL01-JD	Z. mays ssp. parviglumis	Parviglumis
TIL02	Z. mays ssp. parviglumis	Parviglumis
TIL03	Z. mays ssp. parviglumis	Parviglumis
TIL04-TIP285	Z. mays ssp. parviglumis	Parviglumis
TIL04-TIP454	Z. mays ssp. parviglumis	Parviglumis
TIL05	Z. mays ssp. parviglumis	Parviglumis
TIL06-TIP260	Z. mays ssp. parviglumis	Parviglumis
TIL06-TIP496	Z. mays ssp. parviglumis	Parviglumis
TIL07	Z. mays ssp. parviglumis	Parviglumis
TIL08	Z. mays ssp. mexicana	Mexicana
TIL09	Z. mays ssp. parviglumis	Parviglumis
TIL10	Z. mays ssp. parviglumis	Parviglumis
TIL11	Z. mays ssp. parviglumis	Parviglumis
TIL12	Z. mays ssp. parviglumis	Parviglumis
TIL14-TIP498	Z. mays ssp. parviglumis	Parviglumis
TIL15	Z. mays ssp. parviglumis	Parviglumis
TIL16	Z. mays ssp. parviglumis	Parviglumis
TIL17	Z. mays ssp. parviglumis	Parviglumis
TIL25-TIP489	Z. mays ssp. parviglumis	Parviglumis
Timpunia-1	Z. mays spp. Mays	Improved
Tx303	Z. mays spp. Mays	Improved
Tx601	Z. mays spp. Mays	Improved
Tzi8	Z. mays spp. Mays	Improved
Va26	Z. mays spp. Mays	Improved
Va35	Z. mays spp. Mays	Improved
VG85-5	Z. mays spp. Mays	Improved
VL0512447	Z. mays spp. Mays	Improved
VL05128	Z. mays spp. Mays	Improved
VL054178	Z. mays spp. Mays	Improved
VL05610	Z. mays spp. Mays	Improved
VL056883	Z. mays spp. Mays	Improved
VL062784	Z. mays spp. Mays	Improved
W117	Z. mays spp. Mays	Improved
W153R	Z. mays spp. Mays	Improved
W172	Z. mays spp. Mays	Improved
W182bn	Z. mays spp. Mays	Improved
W22	Z. mays spp. Mays	Improved
W222	Z. mays spp. Mays	Improved
W23	Z. mays spp. Mays	Improved
W238	Z. mays spp. Mays	Improved
W2H03	Z. mays spp. Mays	Improved
W344	Z. mays spp. Mays	Improved
W499	Z. mays spp. Mays	Improved
W64a	Z. mays spp. Mays	Improved
W64A	Z. mays spp. Mays	Improved
W668	Z. mays spp. Mays	Improved
W8304	Z. mays spp. Mays	Improved
W8555	Z. mays spp. Mays	Improved
W966	Z. mays spp. Mays	Improved
W967	Z. mays spp. Mays	Improved
W968	Z. mays spp. Mays	Improved
W969	Z. mays spp. Mays	Improved
W9706	Z. mays spp. Mays	Improved
wei3322	Z. mays spp. Mays	Improved
wenhuang31413	Z. mays spp. Mays	Improved
WIL500	Z. mays spp. Mays	Improved
WIL900	Z. mays spp. Mays	Improved
WIL901	Z. mays spp. Mays	Improved
WIL903	Z. mays spp. Mays	Improved
WN11H	Z. mays spp. Mays	Improved
wu109	Z. mays spp. Mays	Improved
wu125	Z. mays spp. Mays	Improved
wu126	Z. mays spp. Mays	Improved
wu312	Z. mays spp. Mays	Improved
X314	Z. mays spp. Mays	Improved
XF117	Z. mays spp. Mays	Improved
XF134	Z. mays spp. Mays	Improved
XF197	Z. mays spp. Mays	Improved
XF223	Z. mays spp. Mays	Improved
XF27	Z. mays spp. Mays	Improved
XF77	Z. mays spp. Mays	Improved
xi502	Z. mays spp. Mays	Improved
xiangai3	Z. mays spp. Mays	Improved
xing230	Z. mays spp. Mays	Improved
xingK36	Z. mays spp. Mays	Improved
xinlun5-9	Z. mays spp. Mays	Improved
XOP2	Z. mays spp. Mays	Improved
xuan6	Z. mays spp. Mays	Improved
xun92-6	Z. mays spp. Mays	Improved
xun92-8	Z. mays spp. Mays	Improved
xun971	Z. mays spp. Mays	Improved
XZ19	Z. mays spp. Mays	Improved
Y223	Z. mays spp. Mays	Improved
y9961	Z. mays spp. Mays	Improved
yan103	Z. mays spp. Mays	Improved
yan156	Z. mays spp. Mays	Improved
yan172	Z. mays spp. Mays	Improved
yan38	Z. mays spp. Mays	Improved
yan812	Z. mays spp. Mays	Improved
Yd6	Z. mays spp. Mays	Improved
ye107	Z. mays spp. Mays	Improved
ye488	Z. mays spp. Mays	Improved
ye515	Z. mays spp. Mays	Improved
ye52106	Z. mays spp. Mays	Improved
ye5237	Z. mays spp. Mays	Improved
ye8001	Z. mays spp. Mays	Improved
ye8112	Z. mays spp. Mays	Improved
ye832	Z. mays spp. Mays	Improved
yi12	Z. mays spp. Mays	Improved
yi36	Z. mays spp. Mays	Improved
yi49	Z. mays spp. Mays	Improved
yi67	Z. mays spp. Mays	Improved
ys06	Z. mays spp. Mays	Improved
yu374	Z. mays spp. Mays	Improved
yu537A	Z. mays spp. Mays	Improved
yu82	Z. mays spp. Mays	Improved
yu87-1	Z. mays spp. Mays	Improved
yuanwu02	Z. mays spp. Mays	Improved
yuanwu05	Z. mays spp. Mays	Improved
yue39-4	Z. mays spp. Mays	Improved
yue89A12-1	Z. mays spp. Mays	Improved
yue89E4-2	Z. mays spp. Mays	Improved
yun147	Z. mays spp. Mays	Improved
Z31B	Z. mays spp. Mays	Improved
zaC546	Z. mays spp. Mays	Improved
zhangjin6	Z. mays spp. Mays	Improved
zhangxi28	Z. mays spp. Mays	Improved
zhen367	Z. mays spp. Mays	Improved
zheng22	Z. mays spp. Mays	Improved
zheng32	Z. mays spp. Mays	Improved
zheng653	Z. mays spp. Mays	Improved
zhengbai11	Z. mays spp. Mays	Improved
zhong128	Z. mays spp. Mays	Improved
zhong451	Z. mays spp. Mays	Improved
zhonger02	Z. mays spp. Mays	Improved
zhonghuang64	Z. mays spp. Mays	Improved
zhongxi042	Z. mays spp. Mays	Improved
zhongyin10	Z. mays spp. Mays	Improved
zhongyin15	Z. mays spp. Mays	Improved
zi330	Z. mays spp. Mays	Improved
ziduosui	Z. mays spp. Mays	Improved
ziyu3	Z. mays spp. Mays	Improved
zong3	Z. mays spp. Mays	Improved
zong31	Z. mays spp. Mays	Improved
zong548-1521	Z. mays spp. Mays	Improved
ZPON7	Z. mays spp. Mays	Improved
ZS01250	Z. mays spp. Mays	Improved
zun90110	Z. mays spp. Mays	Improved
MAIdgiRAADIAAPEI-1	Z. mays spp. Mays	unknown
MAIdgiRABDIAAPEI-2	Z. mays spp. Mays	unknown
MAIdgiRACDIAAPEI-3	Z. mays spp. Mays	unknown
MAIdgiRAEDIAAPEI-4	Z. mays spp. Mays	unknown
MAIdgiRAGDIAAPEI-5	Z. mays spp. Mays	unknown
MAIdgiRAIDIAAPEI-6	Z. mays spp. Mays	unknown
MAIdgiRAKDIAAPEI-9	Z. mays spp. Mays	unknown
MAIdgiRAMDIAAPEI-10	Z. mays spp. Mays	unknown
MAIdgiRAODIAAPEI-11	Z. mays spp. Mays	unknown
MAIdgiRAPDIAAPEI-12	Z. mays spp. Mays	unknown
MAIdgiRARDIAAPEI-1	Z. mays spp. Mays	unknown
MAIdgiRASDIAAPEI-2	Z. mays spp. Mays	unknown
MAIdgiRAVDIAAPEI-4	Z. mays spp. Mays	unknown
MAIdgiRAWDIAAPEI-5	Z. mays spp. Mays	unknown
MAIdgiRAXDIAAPEI-6	Z. mays spp. Mays	unknown
MAIdgiRAYDIAAPEI-7	Z. mays spp. Mays	unknown
MAIdgiRCCDIAAPEI-10	Z. mays spp. Mays	unknown
MAIdgiRCIDIAAPEI-7	Z. mays spp. Mays	unknown
MAIdgiRCKDIAAPEI-9	Z. mays spp. Mays	unknown
ZEAhwcRAXDIAAPE	Z. mays spp. Mays	unknown
ZEAxppRADDIAAPEI-4	Z. mays spp. Mays	unknown
ZEAxppRADDIAAPEI-7	Z. mays spp. Mays	unknown
ZEAxppRAFDIAAPEI-1	Z. mays spp. Mays	unknown
ZEAxppRAFDIAAPEI-5	Z. mays spp. Mays	unknown
ZEAxppRAHDIAAPEI-6	Z. mays spp. Mays	unknown
ZEAxppRAJDIAAPEI-7	Z. mays spp. Mays	unknown
ZEAxppRALDIAAPEI-9	Z. mays spp. Mays	unknown
ZEAxppRANDIAAPEI-10	Z. mays spp. Mays	unknown
ZEAxppRAQDIAAPEI-11	Z. mays spp. Mays	unknown
ZEAxppRATDIAAPEI-12	Z. mays spp. Mays	unknown
ZEAxppRAUDIAAPEI-1	Z. mays spp. Mays	unknown
ZEAxppRAZDIAAPEI-7	Z. mays spp. Mays	unknown
ZEAxppRBCDIAAPEI-2	Z. mays spp. Mays	unknown
ZEAxppRBFDIAAPEI-3	Z. mays spp. Mays	unknown
ZEAxppRBHDIAAPEI-1	Z. mays spp. Mays	unknown
ZEAxppRBHDIAAPEI-5	Z. mays spp. Mays	unknown
ZEAxppRBLDIAAPEI-2	Z. mays spp. Mays	unknown
ZEAxppRBMDIAAPEI-6	Z. mays spp. Mays	unknown
ZEAxppRBRDIAAPEI-3	Z. mays spp. Mays	unknown
ZEAxppRBSDIAAPEI-4	Z. mays spp. Mays	unknown
ZEAxppRBUDIAAPEI-5	Z. mays spp. Mays	unknown
ZEAxppRBXDIAAPEI-1	Z. mays spp. Mays	unknown
ZEAxppRBYDIAAPEI-2	Z. mays spp. Mays	unknown
ZEAxppRCBDIAAPEI-3	Z. mays spp. Mays	unknown
ZEAxppRCDDIAAPEI-12	Z. mays spp. Mays	unknown
ZEAxppRCFDIAAPEI-4	Z. mays spp. Mays	unknown
ZEAxppRCGDIAAPEI-5	Z. mays spp. Mays	unknown
ZEAxppRCHDIAAPEI-6	Z. mays spp. Mays	unknown
ZEAxppRCJDIAAPEI-7	Z. mays spp. Mays	unknown
ZEAxppRCODIAAPEI-9	Z. mays spp. Mays	unknown
ZEAxppRCPDIAAPEI-10	Z. mays spp. Mays	unknown
ZEAxppRCQDIAAPEI-11	Z. mays spp. Mays	unknown
ZEAxppRCUDIAAPEI-1	Z. mays spp. Mays	Improved
ZEAxppRCVDIAAPEI-2	Z. mays spp. Mays	Improved
ZEAxppRCWDIAAPEI-3	Z. mays spp. Mays	Landrace
ZEAxppRCXDIAAPEI-4	Z. mays spp. Mays	Landrace
ZEAxppRCYDIAAPEI-5	Z. mays spp. Mays	Improved
ZEAxppRDCDIAAPEI-2	Z. mays spp. Mays	Improved
ZEAxppRDCDIAAPEI-7	Z. mays spp. Mays	Improved
ZEAxppRDGDIAAPEI-11	Z. mays spp. Mays	Improved
ZEAxppRDHDIAAPEI-12	Z. mays spp. Mays	Improved
ZEAxppRDIDIAAPEI-1	Z. mays spp. Mays	Improved
ZEAxppRDLDIAAPEI-2	Z. mays spp. Mays	Improved
ZEAxppRDQDIAAPEI-3	Z. mays spp. Mays	Improved
ZEAxujRADDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAGDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAHDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAJDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAKDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRALDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAMDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRANDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAODIBAPE	Z. mays spp. Mays	Improved
ZEAxujRAPDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAQDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRARDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRASDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRATDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAUDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAVDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAWDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAXDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAYDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRAZDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRBADIAAPE	Z. mays spp. Mays	Improved
ZEAxujRBBDIAAPE	Z. mays spp. Mays	Improved
ZEAxujRBCDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRBDDIBAPE	Z. mays spp. Mays	Improved
ZEAxujRBFDIBAPE	Z. mays spp. Mays	Improved
282set_33-16	Z. mays spp. Mays	Improved
282set_38-11Goodman-Buckler	Z. mays spp. Mays	Improved
282set_4226	Z. mays spp. Mays	Improved
282set_4722	Z. mays spp. Mays	Improved
282set_A188	Z. mays spp. Mays	Improved
282set_A214NGoodman-Buckler	Z. mays spp. Mays	Improved
282set_A239	Z. mays spp. Mays	Improved
282set_A441-5	Z. mays spp. Mays	Improved
282set_A554	Z. mays spp. Mays	Improved
282set_A556	Z. mays spp. Mays	Improved
282set_A6	Z. mays spp. Mays	Improved
282set_A619	Z. mays spp. Mays	Improved
282set_A632	Z. mays spp. Mays	Improved
282set_A634	Z. mays spp. Mays	Improved
282set_A635	Z. mays spp. Mays	Improved
282set_A641	Z. mays spp. Mays	Improved
282set_A654	Z. mays spp. Mays	Improved
282set_A659	Z. mays spp. Mays	Improved
282set_A661	Z. mays spp. Mays	Improved
282set_A679	Z. mays spp. Mays	Improved
282set_A680	Z. mays spp. Mays	Improved
282set_A682	Z. mays spp. Mays	Improved
282set_Ab28A	Z. mays spp. Mays	Improved
282set_B10	Z. mays spp. Mays	Improved
282set_B103	Z. mays spp. Mays	Improved
282set_B104	Z. mays spp. Mays	Improved
282set_B105	Z. mays spp. Mays	Improved
282set_B109	Z. mays spp. Mays	Improved
282set_B14A	Z. mays spp. Mays	Improved
282set_B164	Z. mays spp. Mays	Improved
282set_B2	Z. mays spp. Mays	Improved
282set_B37	Z. mays spp. Mays	Improved
282set_B46	Z. mays spp. Mays	Improved
282set_B52	Z. mays spp. Mays	Improved
282set_B57	Z. mays spp. Mays	Improved
282set_B64	Z. mays spp. Mays	Improved
282set_B68	Z. mays spp. Mays	Improved
282set_B73	Z. mays spp. Mays	Improved
282set_B75	Z. mays spp. Mays	Improved
282set_B76	Z. mays spp. Mays	Improved
282set_B77	Z. mays spp. Mays	Improved
282set_B79	Z. mays spp. Mays	Improved
282set_B84	Z. mays spp. Mays	Improved
282set_C103	Z. mays spp. Mays	Improved
282set_C123	Z. mays spp. Mays	Improved
282set_C49A	Z. mays spp. Mays	Improved
282set_CH701-30	Z. mays spp. Mays	Improved
282set_CH9	Z. mays spp. Mays	Improved
282set_CI187-2	Z. mays spp. Mays	Improved
282set_CI21E	Z. mays spp. Mays	Improved
282set_CI28AGoodman-Buckler	Z. mays spp. Mays	Improved
282set_CI31A	Z. mays spp. Mays	Improved
282set_CI3A	Z. mays spp. Mays	Improved
282set_CI64	Z. mays spp. Mays	Improved
282set_CI66	Z. mays spp. Mays	Improved
282set_Ci7Goodman-Buckler	Z. mays spp. Mays	Improved
282set_Ci90CGoodman-Buckler	Z. mays spp. Mays	Improved
282set_Ci91BGoodman-Buckler	Z. mays spp. Mays	Improved
282set_CM105	Z. mays spp. Mays	Improved
282set_CM37	Z. mays spp. Mays	Improved
282set_CM7	Z. mays spp. Mays	Improved
282set_CML10	Z. mays spp. Mays	Improved
282set_CML108	Z. mays spp. Mays	Improved
282set_CML11	Z. mays spp. Mays	Improved
282set_CML14	Z. mays spp. Mays	Improved
282set_CML154Q	Z. mays spp. Mays	Improved
282set_CML157Q	Z. mays spp. Mays	Improved
282set_CML158Q	Z. mays spp. Mays	Improved
282set_CML218	Z. mays spp. Mays	Improved
282set_CML220	Z. mays spp. Mays	Improved
282set_CML228	Z. mays spp. Mays	Improved
282set_CML238	Z. mays spp. Mays	Improved
282set_CML247	Z. mays spp. Mays	Improved
282set_CML254	Z. mays spp. Mays	Improved
282set_CML258	Z. mays spp. Mays	Improved
282set_CML261	Z. mays spp. Mays	Improved
282set_CML264	Z. mays spp. Mays	Improved
282set_CML277	Z. mays spp. Mays	Improved
282set_CML281	Z. mays spp. Mays	Improved
282set_CML287	Z. mays spp. Mays	Improved
282set_CML311	Z. mays spp. Mays	Improved
282set_CML314	Z. mays spp. Mays	Improved
282set_CML321	Z. mays spp. Mays	Improved
282set_CML322	Z. mays spp. Mays	Improved
282set_CML323	Z. mays spp. Mays	Improved
282set_CML328	Z. mays spp. Mays	Improved
282set_CML331	Z. mays spp. Mays	Improved
282set_CML332	Z. mays spp. Mays	Improved
282set_CML333	Z. mays spp. Mays	Improved
282set_CML341	Z. mays spp. Mays	Improved
282set_CML38	Z. mays spp. Mays	Improved
282set_CML45	Z. mays spp. Mays	Improved
282set_CML5	Z. mays spp. Mays	Improved
282set_CML52	Z. mays spp. Mays	Improved
282set_CML61	Z. mays spp. Mays	Improved
282set_CML69	Z. mays spp. Mays	Improved
282set_CML77	Z. mays spp. Mays	Improved
282set_CML91	Z. mays spp. Mays	Improved
282set_CML92	Z. mays spp. Mays	Improved
282set_CMV3	Z. mays spp. Mays	Improved
282set_CO106	Z. mays spp. Mays	Improved
282set_CO125	Z. mays spp. Mays	Improved
282set_CO255	Z. mays spp. Mays	Improved
282set_D940Y	Z. mays spp. Mays	Improved
282set_DE-2	Z. mays spp. Mays	Improved
282set_DE1	Z. mays spp. Mays	Improved
282set_DE811	Z. mays spp. Mays	Improved
282set_E2558W	Z. mays spp. Mays	Improved
282set_EP1	Z. mays spp. Mays	Improved
282set_F2834T	Z. mays spp. Mays	Improved
282set_F6	Z. mays spp. Mays	Improved
282set_F7	Z. mays spp. Mays	Improved
282set_GA209	Z. mays spp. Mays	Improved
282set_GT112	Z. mays spp. Mays	Improved
282set_H105W	Z. mays spp. Mays	Improved
282set_H49	Z. mays spp. Mays	Improved
282set_H84	Z. mays spp. Mays	Improved
282set_H91	Z. mays spp. Mays	Improved
282set_H95	Z. mays spp. Mays	Improved
282set_H99	Z. mays spp. Mays	Improved
282set_Hi27Goodman-Buckler	Z. mays spp. Mays	Improved
282set_HP301	Z. mays spp. Mays	Improved
282set_I137TN	Z. mays spp. Mays	Improved
282set_i1677a	Z. mays spp. Mays	Improved
282set_I205	Z. mays spp. Mays	Improved
282set_I29	Z. mays spp. Mays	Improved
282set_IA2132Goodman-Buckler	Z. mays spp. Mays	Improved
282set_Ia5125	Z. mays spp. Mays	Improved
282set_IDS28	Z. mays spp. Mays	Improved
282set_IDS69	Z. mays spp. Mays	Improved
282set_IDS91	Z. mays spp. Mays	Improved
282set_Il101	Z. mays spp. Mays	Improved
282set_Il14H	Z. mays spp. Mays	Improved
282set_ILLHy	Z. mays spp. Mays	Improved
282set_K148	Z. mays spp. Mays	Improved
282set_K4	Z. mays spp. Mays	Improved
282set_K55	Z. mays spp. Mays	Improved
282set_K64	Z. mays spp. Mays	Improved
282set_Ki11	Z. mays spp. Mays	Improved
282set_Ki14	Z. mays spp. Mays	Improved
282set_Ki2021	Z. mays spp. Mays	Improved
282set_Ki21	Z. mays spp. Mays	Improved
282set_Ki43	Z. mays spp. Mays	Improved
282set_Ki44	Z. mays spp. Mays	Improved
282set_Ky21	Z. mays spp. Mays	Improved
282set_KY226	Z. mays spp. Mays	Improved
282set_KY228	Z. mays spp. Mays	Improved
282set_L317	Z. mays spp. Mays	Improved
282set_L578	Z. mays spp. Mays	Improved
282set_M14	Z. mays spp. Mays	Improved
282set_M162W	Z. mays spp. Mays	Improved
282set_M37W	Z. mays spp. Mays	Improved
282set_MEF156-55-2	Z. mays spp. Mays	Improved
282set_Mo17	Z. mays spp. Mays	Improved
282set_Mo18W	Z. mays spp. Mays	Improved
282set_MO1W	Z. mays spp. Mays	Improved
282set_Mo24W	Z. mays spp. Mays	Improved
282set_Mo44	Z. mays spp. Mays	Improved
282set_Mo45	Z. mays spp. Mays	Improved
282set_Mo46	Z. mays spp. Mays	Improved
282set_Mo47	Z. mays spp. Mays	Improved
282set_MoG	Z. mays spp. Mays	Improved
282set_Mp339	Z. mays spp. Mays	Improved
282set_MS1334	Z. mays spp. Mays	Improved
282set_MS153	Z. mays spp. Mays	Improved
282set_Mt42	Z. mays spp. Mays	Improved
282set_N192	Z. mays spp. Mays	Improved
282set_N28Ht	Z. mays spp. Mays	Improved
282set_NC222	Z. mays spp. Mays	Improved
282set_NC230	Z. mays spp. Mays	Improved
282set_NC232	Z. mays spp. Mays	Improved
282set_NC236	Z. mays spp. Mays	Improved
282set_NC238	Z. mays spp. Mays	Improved
282set_NC250	Z. mays spp. Mays	Improved
282set_NC258	Z. mays spp. Mays	Improved
282set_NC260	Z. mays spp. Mays	Improved
282set_NC262	Z. mays spp. Mays	Improved
282set_NC264	Z. mays spp. Mays	Improved
282set_NC290A	Z. mays spp. Mays	Improved
282set_NC294	Z. mays spp. Mays	Improved
282set_NC296	Z. mays spp. Mays	Improved
282set_NC296A	Z. mays spp. Mays	Improved
282set_NC298	Z. mays spp. Mays	Improved
282set_NC300	Z. mays spp. Mays	Improved
282set_NC302	Z. mays spp. Mays	Improved
282set_NC304	Z. mays spp. Mays	Improved
282set_NC306	Z. mays spp. Mays	Improved
282set_NC310	Z. mays spp. Mays	Improved
282set_NC314	Z. mays spp. Mays	Improved
282set_NC318	Z. mays spp. Mays	Improved
282set_NC320	Z. mays spp. Mays	Improved
282set_NC324	Z. mays spp. Mays	Improved
282set_NC326	Z. mays spp. Mays	Improved
282set_NC328	Z. mays spp. Mays	Improved
282set_NC33	Z. mays spp. Mays	Improved
282set_NC336	Z. mays spp. Mays	Improved
282set_NC338	Z. mays spp. Mays	Improved
282set_NC340	Z. mays spp. Mays	Improved
282set_NC342	Z. mays spp. Mays	Improved
282set_NC344	Z. mays spp. Mays	Improved
282set_NC346	Z. mays spp. Mays	Improved
282set_NC348	Z. mays spp. Mays	Improved
282set_NC350	Z. mays spp. Mays	Improved
282set_NC352	Z. mays spp. Mays	Improved
282set_NC354	Z. mays spp. Mays	Improved
282set_NC356	Z. mays spp. Mays	Improved
282set_NC358	Z. mays spp. Mays	Improved
282set_NC360	Z. mays spp. Mays	Improved
282set_NC362	Z. mays spp. Mays	Improved
282set_NC364	Z. mays spp. Mays	Improved
282set_NC366	Z. mays spp. Mays	Improved
282set_NC368	Z. mays spp. Mays	Improved
282set_ND246	Z. mays spp. Mays	Improved
282set_Oh40B	Z. mays spp. Mays	Improved
282set_Oh43E	Z. mays spp. Mays	Improved
282set_Oh603	Z. mays spp. Mays	Improved
282set_OH7B	Z. mays spp. Mays	Improved
282set_Os420	Z. mays spp. Mays	Improved
282set_P39Goodman-Buckler	Z. mays spp. Mays	Improved
282set_Pa762	Z. mays spp. Mays	Improved
282set_Pa875	Z. mays spp. Mays	Improved
282set_Pa880	Z. mays spp. Mays	Improved
282set_Pa91	Z. mays spp. Mays	Improved
282set_R168	Z. mays spp. Mays	Improved
282set_R177	Z. mays spp. Mays	Improved
282set_R229	Z. mays spp. Mays	Improved
282set_R4	Z. mays spp. Mays	Improved
282set_SA24	Z. mays spp. Mays	Improved
282set_SC213R	Z. mays spp. Mays	Improved
282set_SC357	Z. mays spp. Mays	Improved
282set_SC55	Z. mays spp. Mays	Improved
282set_SD40	Z. mays spp. Mays	Improved
282set_SD44	Z. mays spp. Mays	Improved
282set_Sg1533	Z. mays spp. Mays	Improved
282set_Sg18	Z. mays spp. Mays	Improved
282set_T232	Z. mays spp. Mays	Improved
282set_T234	Z. mays spp. Mays	Improved
282set_T8	Z. mays spp. Mays	Improved
282set_Tx303	Z. mays spp. Mays	Improved
282set_Tx601	Z. mays spp. Mays	Improved
282set_Tzi10	Z. mays spp. Mays	Improved
282set_Tzi11	Z. mays spp. Mays	Improved
282set_Tzi16	Z. mays spp. Mays	Improved
282set_Tzi18	Z. mays spp. Mays	Improved
282set_Tzi25	Z. mays spp. Mays	Improved
282set_Tzi8	Z. mays spp. Mays	Improved
282set_Tzi9	Z. mays spp. Mays	Improved
282set_U267Y	Z. mays spp. Mays	Improved
282set_VA102	Z. mays spp. Mays	Improved
282set_Va14	Z. mays spp. Mays	Improved
282set_Va17	Z. mays spp. Mays	Improved
282set_Va22	Z. mays spp. Mays	Improved
282set_Va26	Z. mays spp. Mays	Improved
282set_Va35	Z. mays spp. Mays	Improved
282set_Va59	Z. mays spp. Mays	Improved
282set_Va85	Z. mays spp. Mays	Improved
282set_Va99	Z. mays spp. Mays	Improved
282set_VaW6	Z. mays spp. Mays	Improved
282set_W117Ht	Z. mays spp. Mays	Improved
282set_W153R	Z. mays spp. Mays	Improved
282set_W182B	Z. mays spp. Mays	Improved
282set_Wf9	Z. mays spp. Mays	Improved
282set_Yu796	Z. mays spp. Mays	Improved
german_W117	Z. mays spp. Mays	Improved
german_UH304	Z. mays spp. Mays	Improved
german_UH250	Z. mays spp. Mays	Improved
german_UH009	Z. mays spp. Mays	Improved
german_UH007	Z. mays spp. Mays	Improved
german_UH006	Z. mays spp. Mays	Improved
german_Teosinte	Z. mays ssp. parviglumis	Parviglumis
german_PH207	Z. mays spp. Mays	Improved
german_Mo17	Z. mays spp. Mays	Improved
german_Lo11	Z. mays spp. Mays	Improved
german_FF0721H-7	Z. mays spp. Mays	Improved
german_F98902	Z. mays spp. Mays	Improved
german_F7	Z. mays spp. Mays	Improved
german_F64	Z. mays spp. Mays	Improved
german_F618	Z. mays spp. Mays	Improved
german_F353	Z. mays spp. Mays	Improved
german_F283	Z. mays spp. Mays	Improved
german_F252	Z. mays spp. Mays	Improved
german_F2	Z. mays spp. Mays	Improved
german_F03802	Z. mays spp. Mays	Improved
german_EZ5	Z. mays spp. Mays	Improved
german_EP44	Z. mays spp. Mays	Improved
german_EP1	Z. mays spp. Mays	Improved
german_EC49A	Z. mays spp. Mays	Improved
german_EC169	Z. mays spp. Mays	Improved
german_DK105	Z. mays spp. Mays	Improved
german_D152	Z. mays spp. Mays	Improved
german_D09	Z. mays spp. Mays	Improved
german_D06	Z. mays spp. Mays	Improved
german_CH10	Z. mays spp. Mays	Improved
german_B73	Z. mays spp. Mays	Improved
